,Lichtblick Liste,RoWo Liste,Firmenname,Stromkennzeichnung Atom,Kohle,Erdgas,sonst. Fossil,EEG Strom,Erneuerbare Energien,Check,Kohle und sonst. Fossile Energieträger,Stromeinkauf (ohne EEG) Atom,Kohle2,Erdgas2,sonst. Fossil 2,Erneuerbare Energien 2,Kohle und sonst. Fossile Energieträger 2,CO2 Emmision (g/KWh),Atommüll (g/kWh),Tatsächlicher CO2-Ausstoß (Stromeinkauf) ohne EEG,Link,Anmerkungen,Adresse,PLZ,Stadt,URL,Kontakt     (nur relevante Anbieter),RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
1002,True,True,Stadtwerke Wedel GmbH,3.80%,11.20%,4.60%,0.60%,52.90%,26.90%,100.00%,16.40%,8.07%,23.78%,9.77%,1.27%,57.11%,34.82%,83.0,0.0001,176.220806794055,https://www.stadtwerke-wedel.de/de/Energie-Wasser/Linke-Seite/Strommix-2017-Stadtwerke-Wedel-GmbH.pdf,,Feldstraße 150,22880,Wedel,https://www.stadtwerke-wedel.de,,A,x,,,,,,,,,
1003,True,True,Stadtwerke Weiden i.d.OPf.,8.10%,25.00%,9.40%,1.50%,46.90%,9.10%,100.00%,35.90%,15.25%,47.08%,17.70%,2.82%,17.14%,67.61%,293.0,0.0002,551.789077212806,https://www.stadtwerke-weiden.de/_Resources/Persistent/c5c5f95666010f28294717700bb5bdb7d0ef871c/Stromkennzeichnung%202017%20Internet.jpg,,Gaswerkstr. 20,92637,Weiden i.d.OPf.,https://stadtwerke-weiden.de,,A,x,,,,,,,,,
1004,True,True,Stadtwerke Weilburg GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.stadtwerke-weilburg.de/inhalt/veroeffentlichungen/pdf/2017/gb_stw_2017.pdf,nicht aktuell,Lessingstraße 6,35781,Weilburg,https://www.stadtwerke-weilburg.de,,A,x,,,,,,,,,
1005,True,True,Stadtwerke Weilheim i.OB,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.stawm.de/fileadmin/Webdata/energie/Flyer_DinLang_v2_301014_nov_14.pdf,nicht aktuell,Krumpperstraße 21,82362,Weilheim i.OB,http://www.stawm.de,,A,x,,,,,,,,,
1006,True,True,Stadtwerke Weimar Stadtversorgungs-GmbH,4.09%,18.76%,17.20%,1.15%,52.94%,5.86%,100.00%,37.11%,8.69%,39.86%,36.55%,2.44%,12.45%,78.86%,246.0,0.0001,522.736931576711,https://sw-weimar.de/fileadmin/user_upload/sww/Inhalte/Unternehmen/Stromkennzeichnung_2018_Basis_2017_Internet_farbig.pdf,,Industriestraße 14,99427,Weimar,https://sw-weimar.de,,A,x,,,,,,,,,
1007,True,True,Stadtwerke Weinheim GmbH,16.30%,19.70%,2.30%,1.80%,52.90%,7.00%,100.00%,23.80%,34.61%,41.83%,4.88%,3.82%,14.86%,50.53%,191.0,0.0004,405.52016985138,https://www.sww.de/de/Strom/Stromkennzeichnung.php,,Breitwieserweg 5,69469,Weinheim,https://www.sww.de,,A,x,,,,,,,,,
1008,True,True,Stadtwerke Weinstadt,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-weinstadt.de/willkommen,nicht vorhanden,,,,,,A,x,,,,,,,,,
1009,True,True,Stadtwerke Weißenburg GmbH,9.80%,26.80%,9.40%,0.90%,52.90%,0.10%,99.90%,37.10%,20.81%,56.90%,19.96%,1.91%,0.21%,78.77%,296.0,0.0003,628.450106157113,https://www.sw-wug.de/downloads/strom/Stromkennzeichnung_2017.pdf,,Schlachthofstraße 19,91781,Weißenburg / Bayern,https://www.sw-wug.de,,A,x,,,,,,,,,
1010,True,True,Stadtwerke Weißenfels GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://stadtwerke-wsf.de/unternehmen/zahlen/,nicht aktuell,Südring 120,06667,Weißenfels,https://stadtwerke-wsf.de,,A,x,,,,,,,,,
1011,True,True,Stadtwerke Weißwasser GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-weisswasser.de/privatkunden/produkte/strom/,nicht aktuell,,,,,,A,x,,,,,,,,,
1012,True,True,Stadtwerke Werdau GmbH,4.50%,13.10%,3.50%,0.50%,52.90%,25.50%,100.00%,17.10%,9.55%,27.81%,7.43%,1.06%,54.14%,36.31%,143.0,0.0002,303.609341825902,https://www.stadtwerke-werdau.de/component/jdownloads/send/1-root/518-stromkennzeichnung-2017-gesamter-energiemix.html,,Zwickauer Straße 39,08412,Werdau,https://www.stadtwerke-werdau.de,info@stadtwerke-werdau.de,A,x,,?,,,,,,,
1013,True,True,Stadtwerke Werl GmbH,5.90%,23.10%,12.10%,1.10%,52.90%,4.80%,99.90%,36.30%,12.53%,49.04%,25.69%,2.34%,10.19%,77.07%,278.0,0.0002,590.233545647558,https://www.stadtwerke-werl.de/_Resources/Persistent/3b8a35c01578f96c2e2a764b145c0b9bb3644661/Stromkennzeichen%202017.pdf,,,,,,,A,x,,,,,,,,,
1014,True,True,Stadtwerke Wernigerode GmbH,7.20%,16.30%,10.70%,0.60%,50.90%,14.30%,100.00%,27.60%,14.66%,33.20%,21.79%,1.22%,29.12%,56.21%,166.0,0.0002,338.085539714868,https://www.stadtwerke-wernigerode.de/_Resources/Persistent/1443950e7d2104d67f4c7f3c5a7f46e09efe6f1b/SWW_Stromkennzeichnung_2017.pdf,,Am Kupferhammer 38,38855,Wernigerode,https://www.stadtwerke-wernigerode.de,,A,x,,,,,,,,,
1015,True,True,Stadtwerke Wertheim GmbH,16.90%,20.60%,6.10%,1.50%,52.90%,2.00%,100.00%,28.20%,35.88%,43.74%,12.95%,3.18%,4.25%,59.87%,215.0,0.0005,456.475583864119,https://www.stadtwerke-wertheim.de/de/Strom/Stromkennzeichnung/,,Mühlenstr. 60,97877,Wertheim,https://www.stadtwerke-wertheim.de,,A,x,,,,,,,,,
1016,True,True,Stadtwerke Wesel GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-wesel.de/strom.html,nicht aktuell,Emmericher Str. 11 - 29,46485,Wesel,https://www.stadtwerke-wesel.de,sww@stadtwerke-wesel.de,A,x,,?,,,,,,,
1017,True,True,Stadtwerke Weserbergland GmbH,4.70%,22.70%,5.30%,0.90%,52.90%,13.50%,100.00%,28.90%,9.98%,48.20%,11.25%,1.91%,28.66%,61.36%,256.0,0.0001,543.524416135881,https://www.stadtwerke-weserbergland.de/stromkennzeichnungen.html,,Hafenstraße 14,31785,Hameln,https://www.stadtwerke-weserbergland.de,,A,x,,,,,,,,,
1018,True,True,Stadtwerke Willich GmbH,8.30%,30.00%,7.00%,0.70%,52.90%,1.10%,100.00%,37.70%,17.62%,63.69%,14.86%,1.49%,2.34%,80.04%,342.0,0.0002,726.1146496815289,https://stadtwerke-willich.de/wp-content/uploads/sites/3/2018/11/STW-Stromkennzeichnung-2017-Stand-01.11.2018.pdf,,Brauereistraße 7,47877,Willich,https://stadtwerke-willich.de/,,A,x,,,,,,,,,
1019,True,True,Stadtwerke Wilster,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-wilster.de/oekostrom/oekostrom/,nicht aktuell,Klosterhof 31,25554,Wilster,https://www.stadtwerke-wilster.de,,A,x,,,,,,,,,
1020,True,True,Stadtwerke Windsbach,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-windsbach.de/index.php?id=334,nicht aktuell,,,,,,A,x,,,,,,,,,
1021,True,True,Stadtwerke Winnenden GmbH,4.00%,19.00%,5.10%,0.70%,52.90%,18.30%,100.00%,24.80%,8.49%,40.34%,10.83%,1.49%,38.85%,52.65%,215.0,0.0001,456.475583864119,https://stadtwerke-winnenden.de/Files/Kundeninformationen/Stromkennzeichnung-Diagramm-Website-2019.pdf,,Wiesenstr. 10,71364,Winnenden,https://stadtwerke-winnenden.de,,A,x,,,,,,,,,
1022,True,True,Stadtwerke Winsen (Luhe) GmbH,6.40%,24.00%,9.80%,1.10%,51.90%,6.80%,100.00%,34.90%,13.31%,49.90%,20.37%,2.29%,14.14%,72.56%,274.0,0.0002,569.64656964657,https://www.stw-winsen.de/privatkunden/strom/informationen/#strommix,,Schloßring 50,21423,Winsen (Luhe),https://www.stw-winsen.de,,A,x,,,,,,,,,
1023,True,True,Stadtwerke Wismar GmbH,8.10%,24.60%,13.00%,0.80%,52.80%,0.70%,100.00%,38.40%,17.16%,52.12%,27.54%,1.69%,1.48%,81.36%,286.0,0.0002,605.932203389831,https://www.stadtwerke-wismar.de/privatkunden/strom/infos-zu-wismarstrom/,,Flöter Weg 6 -12,23970,Wismar,https://www.stadtwerke-wismar.de,,A,x,,,,,,,,,
1024,True,,Stadtwerke Wissen GmbH,0.00%,0.00%,0.00%,0.00%,47.06%,52.94%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,http://www.siegtalstrom.de/stromkennzeichnung/,,,,,,,,,,,,,,,,,
1025,True,True,Stadtwerke Wittenberge GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-wittenberge.de/files/stadtwerke/media/pdf/wir-strom/wir-strom-flex/Stromkennzeichnung%202016%20f%C3%BCr%202017.pdf,nicht aktuell,,,,,,A,x,,,,,,,,,
1026,True,True,Stadtwerke Witten GmbH,3.60%,12.40%,4.80%,0.60%,44.40%,34.20%,100.00%,17.80%,6.47%,22.30%,8.63%,1.08%,61.51%,32.01%,145.0,0.0001,260.791366906475,https://www.stadtwerke-witten.de/produkte/strom/strommix,,,,,,,A,x,,,,,,,,,
1027,True,True,Stadtwerke Wolfenbüttel GmbH,1.60%,5.30%,0.80%,0.10%,52.90%,39.30%,100.00%,6.20%,3.40%,11.25%,1.70%,0.21%,83.44%,13.16%,1.0,0.0,2.12314225053079,https://www.stadtwerke-wf.de/_Resources/Persistent/e91ee0fb1a8534a9bed0a147d17bf821d4b0ee89/Energietr%C3%A4germix%202017.pdf,FEHLER Umweltbelastungen,Am Wasserwerk 2,38304,Wolfenbüttel,https://www.stadtwerke-wf.de,,A,x,,,,,,,,,
1028,True,True,Stadtwerke Wolfhagen GmbH,2.00%,5.00%,0.00%,2.00%,53.00%,38.00%,100.00%,7.00%,4.26%,10.64%,0.00%,4.26%,80.85%,14.89%,59.0,0.0,125.531914893617,https://www.stadtwerke-wolfhagen.de/index.php/strom/stromherkunft-stadtwerke-wolfhagen#Stromherkunft,,Siemensstraße 10,34466,Wolfhagen,https://www.stadtwerke-wolfhagen.de,info@stadtwerke-wolfhagen.de,A,x,,x,,,,x,x,,hohes engagement
1029,True,True,Stadtwerke Wolmirstedt GmbH,2.60%,7.10%,36.90%,0.40%,52.90%,0.00%,99.90%,44.40%,5.52%,15.07%,78.34%,0.85%,0.00%,94.27%,221.0,0.0001,469.214437367304,https://stadtwerke-wolmirstedt.de/sites/default/files/energiemix_2017_homepage.pdf,FEHLER Deutschland-Mix,,,,,,A,x,,,,,,,,,
1030,True,True,Stadtwerke Wunstorf GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.stadtwerke-wunstorf.de/,nicht aktuell,,,,,,A,x,,,,,,,,,
1031,True,True,Stadtwerke Würzburg AG,4.50%,14.60%,12.40%,2.40%,51.50%,14.60%,100.00%,29.40%,9.28%,30.10%,25.57%,4.95%,30.10%,60.62%,204.0,0.0001,420.618556701031,https://www.wvv.de/de/media/img/bilder/energie-_-wasser/wissenswertes/emix_2016_web.pdf,,Haugerring 5,97070,Würzburg,https://www.wvv.de,,A,x,,,,,,,,,
1032,True,True,Stadtwerke Zeil am Main,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://stadtwerke-zeil.de/strom/naturstrom/,nicht aktuell,Bamberger Str. 20,97475,Zeil a. Main,https://stadtwerke-zeil.de,,A,x,,,,,,,,,
1033,True,True,Stadtwerke Zeitz GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-zeitz.de/stadtwerke-zeitz/veroeffentlichungspflichten/,nicht aktuell,Geußnitzer Straße 74,06712,Zeitz,https://www.stadtwerke-zeitz.de,,A,x,,,,,,,,,
1034,True,True,Stadtwerke Zeven GmbH,2.70%,10.10%,3.20%,0.50%,52.90%,30.60%,100.00%,13.80%,5.73%,21.44%,6.79%,1.06%,64.97%,29.30%,111.0,0.0001,235.668789808917,https://www.stadtwerke-zeven.de/de/Strom/Stromkennzeichnung/,,Vitus-Platz 1,27404,Zeven,https://www.stadtwerke-zeven.de,,A,x,,,,,,,,,
1035,True,True,Stadtwerke Zirndorf GmbH,7.40%,20.60%,4.60%,0.70%,52.90%,13.80%,100.00%,25.90%,15.71%,43.74%,9.77%,1.49%,29.30%,54.99%,225.0,0.0002,477.707006369427,https://www.stadtwerke-zirndorf.de/strom/info-und-formulare.html,,Schützenstr. 12,90513,Zirndorf,https://www.stadtwerke-zirndorf.de,,A,x,,,,,,,,,
1036,True,True,Stadtwerke Zittau GmbH,8.50%,26.20%,12.80%,1.70%,50.70%,0.10%,100.00%,40.70%,17.24%,53.14%,25.96%,3.45%,0.20%,82.56%,316.0,0.0002,640.9736308316428,https://stadtwerke-zittau.de/swzittau/content/privatkunden/strom/stromherkunft,,Friedensstraße 17,02763,Zittau,https://stadtwerke-zittau.de,,A,x,,,,,,,,,
1037,True,True,Stadtwerke Zweibrücken GmbH,8.30%,27.70%,9.50%,1.20%,52.90%,0.40%,100.00%,38.40%,17.62%,58.81%,20.17%,2.55%,0.85%,81.53%,316.0,0.0002,670.912951167728,https://www.stadtwerke-zw.de/privatkunden/strom/stromkennzeichnung/,,Gasstraße 1,66482,Zweibrücken,https://www.stadtwerke-zw.de,,A,x,,,,,,,,,
1038,True,True,Stadtwerke Zwiesel,8.80%,23.40%,11.80%,1.20%,52.90%,1.90%,100.00%,36.40%,18.68%,49.68%,25.05%,2.55%,4.03%,77.28%,297.0,0.0002,630.573248407643,https://stadtwerke.zwiesel.de/werke/strom/veroeffentlichungen.html,,Fürhaupten 9,94227,Zwiesel,https://stadtwerke.zwiesel.de,,A,x,,,,,,,,,
1039,True,True,Stadtwerk Haßfurt GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.stadtwerkhassfurt.de/stromkennzeichnung1,nicht aktuell,Augsfelder Str.6,97437,Haßfurt,https://www.stwhas.de/,,A,x,,,,x,,,,,
1040,True,True,Stadtwerk Külsheim GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://stadtwerk-kuelsheim.de/privatkunden/strom/,nicht aktuell,Kirchbergweg 7,97900,Külsheim,https://www.stwhas.de/,,A,x,,,,x,,,,,
1041,True,,Stadtwerk Rheda-Wiedenbrück GmbH & Co. KG,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerk-rw.de/oekostrom/,,,,,,,,,,,,,,,,,
1042,True,True,Stadtwerk Tauberfranken GmbH,9.40%,28.10%,11.80%,1.50%,45.30%,3.90%,100.00%,41.40%,17.18%,51.37%,21.57%,2.74%,7.13%,75.69%,335.0,0.0003,612.431444241316,https://stadtwerk-tauberfranken.de/fileadmin/user_upload/20181009_Strommix_Stadtwerk_Tauberfranken_GmbH_f%C3%BCr_Internet.pdf,,Max-Planck-Str. 5,97980,Bad Mergentheim,https://stadtwerk-tauberfranken.de/,,A,x,,,,x,,,,,
1043,True,True,Stadtwerk Verl GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://sw-verl.de/energiemix/,nicht aktuell,,,,,,A,x,,,,,,,,,
1044,True,True,STAWAG Stadtwerke Aachen Aktiengesellschaft,6.80%,20.00%,7.40%,0.90%,52.90%,12.00%,100.00%,28.30%,14.44%,42.46%,15.71%,1.91%,25.48%,60.08%,173.0,0.0002,367.303609341826,https://www.stawag.de/fileadmin//stawag/content/Dokumente/Strom/Stromkennz_Strommix_STAWAG_85x152_171030.pdf,,Lombardenstr. 12-22,52070,Aachen,https://www.stawag.de/,,A,x,,,,,,,,,
1045,True,True,Steingass Mineralöle GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.heizoel-steingass.de/site.php?PARENT=5a169458921a5,nicht aktuell ,,,,,,A,x,,,,,,,,,
1046,True,True,Stern Strom GmbH,6.40%,30.50%,7.10%,1.20%,52.90%,1.80%,99.90%,38.80%,13.59%,64.76%,15.07%,2.55%,3.82%,82.38%,344.0,0.0002,730.36093418259,https://www.sternstrom.de/global/pdf/sternstrom/Strommix-2017-Stern-Strom-GmbH.pdf,,,,,,,A,x,,,,,,,,,
1047,True,,STIEBEL ELTRON UmweltStromPlus - in Kooperation mit der Digital Energy Solutions GmbH & Co. KG,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.umweltstrom.plus/,,,,,,,,,,,,,,,,,
1048,True,True,stm Stadtwerke Meerbusch GmbH,8.50%,30.70%,5.70%,0.70%,52.90%,1.50%,100.00%,37.10%,18.05%,65.18%,12.10%,1.49%,3.18%,78.77%,341.0,0.0002,723.9915074309979,https://stadtwerke-meerbusch.de/wp-content/uploads/sites/5/2018/11/STM-Stromkennzeichnung-2017-Stand-01.11.2018.pdf,,Kaarster Straße 135,40670,Meerbusch,https://stadtwerke-meerbusch.de,,A,x,,,,,,,,,
1049,True,True,strasserauf - eine Marke der Energieversorgung Oberhausen AG,7.70%,27.50%,8.10%,0.60%,52.90%,3.20%,100.00%,36.20%,16.35%,58.39%,17.20%,1.27%,6.79%,76.86%,319.0,0.0002,677.282377919321,https://www.strasserauf.de/produkte/strom.html,,,,,,,A,x,,,,,,,,,
1050,True,True,STROGON GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://strogon.de/,nicht vorhanden,,,,,,A,x,,,,,,,,,
1051,True,True,Strom.Manufaktur - eine Marke der DREWAG - Stadtwerke Dresden GmbH,4.80%,16.10%,26.00%,0.80%,45.50%,6.80%,100.00%,42.90%,8.81%,29.54%,47.71%,1.47%,12.48%,78.72%,293.0,0.0001,537.6146788990831,https://www.strommanufaktur.net/unser-produkt/oekostrom.html,,,,,,,A,x,,,,,,,,,
1052,True,True,Strom Germering GmbH,17.80%,22.30%,5.80%,1.00%,53.00%,0.10%,100.00%,29.10%,37.87%,47.45%,12.34%,2.13%,0.21%,61.91%,245.0,0.0005,521.276595744681,https://strom-germering.de/strom-fuer-germering/strom-mix/,,,,,,,A,x,,,,,,,,,
1053,True,True,Stromio GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stromio.de/stromkennzeichnung.html,nicht aktuell,Postfach 1463,39004,Magdeburg,https://www.stromio.de,,A,x,,,,,,,,,
1054,True,True,Strom- und Gasversorgung Versmold GmbH,3.60%,13.30%,3.90%,0.60%,52.90%,25.60%,99.90%,17.80%,7.64%,28.24%,8.28%,1.27%,54.35%,37.79%,145.0,0.0001,307.855626326964,https://www.stadtwerke-versmold.de/fileadmin/user_upload/swv/service/veroeffentlichungen/Stromkennzeichnung_SWV.pdf,,,,,,,A,x,,,,,,,,,
1055,True,True,Stromversorgung Angermünde GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.sw-angermuende.de/stromkennzeichnung.html,FEHLER mit EEG,,,,,,A,x,,,,,,,,,
1056,True,True,Stromversorgung der Gemeinde Hemhofen,16.80%,20.60%,5.30%,0.90%,52.90%,3.50%,100.00%,26.80%,35.67%,43.74%,11.25%,1.91%,7.43%,56.90%,226.0,0.0005,479.830148619958,https://www.hemhofen.de/fileadmin/Dateien/Stromversorgung/Pflichtangaben/Energiemix_2017_2019_Hemhofen.pdf,,Blumenstraße 25,91334,Hemhofen,https://www.hemhofen.de,,A,x,,,,,,,,,
1057,True,True,Stromversorgung Greding eG,9.40%,25.70%,9.80%,1.00%,52.90%,1.20%,100.00%,36.50%,19.96%,54.56%,20.81%,2.12%,2.55%,77.49%,292.0,0.0003,619.957537154989,https://www.raiba-gretha.de/content/dam/f0637-0/SVG/Gesetze_Verordnungen/Kennzeichnung_2017.pdf,,Marktplatz 9,91171,Greding,https://www.raiba-gretha.de,,A,x,,,,,,,,,
1058,True,True,Stromversorgung Greifswald GmbH,6.10%,27.00%,10.10%,0.60%,52.90%,3.30%,100.00%,37.70%,12.95%,57.32%,21.44%,1.27%,7.01%,80.04%,308.0,0.0002,653.927813163482,https://www.sw-greifswald.de/Energie/Strom/Service/Stromkennzeichnung,,Gützkower Landstraße 19-21,17489,Greifswald,https://www.sw-greifswald.de,,A,x,,,,,,,,,
1059,True,True,Stromversorgung Inzell eG,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stromversorgung-inzell.de/index.php/de/home/100-wasserkraft,,Bauhofstr. 15,83334,Inzell,https://www.stromversorgung-inzell.de,info@sv-inzell.de,R?,,,,,,,,,,
1060,True,True,Stromversorgung Markt Egloffstein,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.egloffstein.de/seite/de/markt/664/-/Vertrieb.html,nicht aktuell,,,,,,A,x,,,,,,,,,
1061,True,True,Stromversorgung Neunkirchen GmbH,9.28%,23.65%,8.89%,1.40%,52.94%,3.84%,100.00%,33.94%,19.72%,50.25%,18.89%,2.97%,8.16%,72.12%,280.0,0.0003,594.985125371866,http://www.stwl.lauf.de/laufGips/StWL/stwl.lauf.de/Strom/Service/gesetzliche-Veroeffentlichungen/gesetzliche-Veroeffentlichungen/StWL-Berechnungstool-Strommix-2017.pdf#search=stromkennzeichnung,,Sichartstraße 49,91207,Lauf a. d. Pegnitz,http://www.stwl.lauf.de,info@stwl.lauf.de,A,x,,x,,,,x,GrünerStrom,,bio Erdgas
1062,True,True,Stromversorgung Ruhpolding GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.strom-ruhpolding.de/strom/grundversorgung.html,FEHLER fehlerhafte Kennzeichnung,Rathausstraße 12,83324,Ruhpolding,https://www.strom-ruhpolding.de,,A,x,Zusammenarbeit mit dem Bayernwerk,,,,,,,,
1063,True,True,Stromversorgung Schierling eG,6.20%,29.70%,6.90%,1.20%,52.90%,3.10%,100.00%,37.80%,13.16%,63.06%,14.65%,2.55%,6.58%,80.25%,335.0,0.0002,711.252653927813,http://www.schierling-strom.de/pdf/mix2017.jpg,,Dorfmühlstraße 4,84069,Schierling,http://www.schierling-strom.de,,A,x,,,,,,,,,
1064,True,True,Stromversorgung Seebruck eG,6.30%,29.80%,7.00%,1.20%,52.90%,2.80%,100.00%,38.00%,13.38%,63.27%,14.86%,2.55%,5.94%,80.68%,337.0,0.0002,715.498938428875,http://www.chiemsee-strom.de/Portals/Stammportal/Dokumente/Stromkennzeichnung%202017.pdf,,Haushofer Str. 20,83358,Seebruck am Chiemsee,https://chiemsee-strom.com,,A,x,,,,,,,,,
1065,True,True,Stromversorgung Sulz GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stromversorgung-sulz.de/service_energietraegermix.htm,nicht aktuell,Am Markplatz 1,72172,Sulz a. N.,https://www.stromversorgung-sulz.de,,A,x,,,,,,,,,
1066,True,True,Stromversorgung Unterwössen Döllerer & Greimel GmbH,8.70%,26.60%,10.00%,1.60%,52.90%,1.90%,101.70%,38.20%,18.47%,56.48%,21.23%,3.40%,4.03%,81.10%,312.0,0.0002,662.420382165605,https://static.ew-unterwoessen.de/files/vertrieb/2017/Stromkennzeichnung_2017.pdf,FEHLER Überschuss,,,,,,A,x,,,,,,,,,
1067,True,True,Stromversorgung Zerbst GmbH & Co. KG,11.60%,31.90%,17.90%,7.70%,30.90%,0.00%,100.00%,57.50%,16.79%,46.16%,25.90%,11.14%,0.00%,83.21%,370.0,0.0003,535.455861070912,https://www.stadtwerke-zerbst.de/svz/wp-content/uploads/2018/11/2018-11_Serviceinfo_SVZ_web.pdf,,Dessauer Str. 76,39261,Zerbst,https://www.stadtwerke-zerbst.de,,A,x,,,,,,,,,
1068,True,True,Strom von Föhr Vertriebs-GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.strom-von-foehr.de/,nicht aktuell,Buurnstrat 79,25938,Oevenum,https://www.strom-von-foehr.de/,info@strom-von-foehr.de,A,x,,x,,,,x,TÜV Nord,,
1069,True,True,strotög GmbH Strom für Töging,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.strotoeg.de/kontakt/veroeffentlichung.php,nicht aktuell,Werkstraße 1,84513,Töging a. Inn,https://www.strotoeg.de,,A,x,,,,,,,,,
1070,True,True,stuttgartENERGIE - Eine Marke der Stadtwerke Stuttgart Vertriebsgesellschaft mbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://stadtwerke-stuttgart.de/produkte/oekostrom/,,Friedrichstraße 45,70174,Stuttgart,https://www.stadtwerke-stuttgart.de,kundencenter@stadtwerke-stuttgart.de,R,,,?,,,,x,TÜV Nord,,
1071,True,True,StWL Städtische Werke Lauf a.d. Pegnitz GmbH,9.28%,23.65%,8.89%,1.40%,52.94%,3.84%,100.00%,33.94%,19.72%,50.25%,18.89%,2.97%,8.16%,72.12%,280.0,0.0003,594.985125371866,http://www.stwl.lauf.de/laufGips/StWL/stwl.lauf.de/Strom/Service/gesetzliche-Veroeffentlichungen/gesetzliche-Veroeffentlichungen/StWL-Berechnungstool-Strommix-2017.pdf#search=stromkennzeichnung,,,,,,,A,x,,,,,,,,,
1072,True,True,SÜC Energie und H2O GmbH,9.90%,19.20%,9.10%,1.00%,52.90%,7.90%,100.00%,29.30%,21.02%,40.76%,19.32%,2.12%,16.77%,62.21%,227.0,0.0003,481.953290870488,https://www.suec.de/coburgGips/SUEC/suec.de/Service/Haeufige-Fragen/Haeufige-Fragen/Stromkennzeichen-11-2018.pdf#search=stromkennzeichnung%20-%20stand:%20nov.%202018,,,,,,,A,x,,,,,,,,,
1073,True,True,SUEnergie GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.suenergie.com/main/home.html,nicht vorhanden,,,,,,A,x,,,,,,,,,
