Lichtblick Liste,RoWo Liste,Firmenname,Stromkennzeichnung Atom,Kohle,Erdgas,sonst. Fossil,EEG Strom,Erneuerbare Energien,Check,Kohle und sonst. Fossile Energieträger,Stromeinkauf (ohne EEG) Atom,Kohle2,Erdgas2,sonst. Fossil 2,Erneuerbare Energien 2,Kohle und sonst. Fossile Energieträger 2,CO2 Emmision (g/KWh),Atommüll (g/kWh),Tatsächlicher CO2-Ausstoß (Stromeinkauf) ohne EEG,Link,Anmerkungen,Adresse,PLZ,Stadt,URL,Kontakt     (nur relevante Anbieter),RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
True,,Stadtwerke Bad Belzig GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-bad-belzig.de/strom/tarif-flaemingstrom/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Bad Bergzabern GmbH,7.40%,24.70%,13.40%,1.10%,52.90%,0.50%,100.00%,39.20%,15.71%,52.44%,28.45%,2.34%,1.06%,83.23%,279.0,0.0002,592.356687898089,https://www.stadtwerke-bza.de/pdf/Stromkennzeichnung_STW_BZA_2018_Werte_2017.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Baden-Baden,17.50%,21.40%,2.60%,2.00%,52.90%,3.60%,100.00%,26.00%,37.15%,45.44%,5.52%,4.25%,7.64%,55.20%,208.0,0.0005,441.61358811040395,https://www.stadtwerke-baden-baden.de/produkte/Strom/strom.php,,,,,,,,,,,,,,,,,
True,,Stadtwerke Bad Harzburg GmbH,8.10%,25.10%,14.90%,1.00%,49.80%,1.10%,100.00%,41.00%,16.14%,50.00%,29.68%,1.99%,2.19%,81.67%,312.0,0.0002,621.513944223108,https://www.stadtwerke-bad-harzburg.de/de/Strom/Stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Bad Rodach,18.00%,23.00%,7.00%,1.00%,51.00%,0.00%,100.00%,31.00%,36.73%,46.94%,14.29%,2.04%,0.00%,63.27%,263.0,0.0005,536.734693877551,https://www.bad-rodach.de/files/stromkennzeichnung_zusammengestellt_stw_2018.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Barsinghausen GmbH,2.20%,6.80%,2.30%,0.30%,45.50%,42.80%,99.90%,9.40%,4.04%,12.48%,4.22%,0.55%,78.53%,17.25%,79.0,0.0001,144.954128440367,https://www.stadtwerke-barsinghausen.de/produkte/baschestrom/das-produkt/strommix/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Bernburg GmbH,6.80%,23.80%,31.90%,0.40%,36.90%,0.00%,99.80%,56.10%,10.78%,37.72%,50.55%,0.63%,0.00%,88.91%,347.0,0.0002,549.920760697306,https://www.stadtwerke-bernburg.de/privatkunden/strom/tarife.html?file=files/downloads/pdf_privat_geschaeftskunden/Rechtsvorschriften/Stromkennzeichnung_2017.pdf&cid=3370,,,,,,,,,,,,,,,,,
True,,Stadtwerke Bitterfeld-Wolfen GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://sw-bitterfeld-wolfen.de/wp-content/uploads/Preisliste_Basis_Tarif_Strom_Haushalt_20181.pdf,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Böhmetal GmbH,16.90%,20.70%,5.30%,0.90%,3.30%,52.90%,100.00%,26.90%,17.48%,21.41%,5.48%,0.93%,54.71%,27.82%,226.0,0.0005,233.712512926577,https://www.swbt.de/Privatkunden/Strom/Grundversorgung?&La=1,,,,,,,,,,,,,,,,,
True,,Stadtwerke Borken/Westfalen GmbH,8.60%,28.50%,6.80%,0.70%,50.90%,4.50%,100.00%,36.00%,17.52%,58.04%,13.85%,1.43%,9.16%,73.32%,292.0,0.0002,594.7046843177189,https://www.stadtwerke-borken.de/angebote/strom/strommix/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Bramsche GmbH,8.70%,30.90%,7.20%,0.30%,52.90%,0.00%,100.00%,38.40%,18.47%,65.61%,15.29%,0.64%,0.00%,81.53%,331.0,0.0002,702.76008492569,https://www.stadtwerke-bramsche.de/de/Privatkunden/Strom/Preise/Stromkennzeichnung,Irreführende Beschreibung,,,,,,,,,,,,,,,,
True,,Stadtwerke Brilon Energie GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-brilon.de/wp-content/uploads/2018/10/Stromkennzeichnung_SLP.pdf,FEHLER Deutschland-Mix,,,,,,,,,,,,,,,,
True,,Stadtwerke Burgbernheim,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.burgbernheim.de/stadtwerke.burgbernheim.de/Stromvertrieb/Stromkennzeichnung/K360.htm,FEHLER Kohle und sonstige Fossile zusammengefasst,,,,,,,,,,,,,,,,
True,,Stadtwerke Cham GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerkecham.de/strom/vertrieb.html,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Coesfeld GmbH,8.10%,30.30%,7.50%,1.10%,52.90%,0.10%,100.00%,38.90%,17.20%,64.33%,15.92%,2.34%,0.21%,82.59%,306.0,0.0002,649.6815286624201,https://www.stadtwerke-coesfeld.de/privatkunden/strom/strommix/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Delitzsch GmbH,11.40%,17.50%,14.20%,0.70%,52.90%,3.30%,100.00%,32.40%,24.20%,37.15%,30.15%,1.49%,7.01%,68.79%,260.0,0.0003,552.016985138004,https://www.sw-delitzsch.de/privatkunden/service/rechtliches/energiemix/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Delmenhorst GmbH,0.00%,0.00%,0.00%,0.00%,52.94%,47.06%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerkegruppe-del.de/fileadmin/Dateien-Marketing/1_Versorgung/2_Strom/Stromkennzeichnung_2017.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Diez GmbH,9.00%,31.20%,2.80%,0.30%,52.90%,3.80%,100.00%,34.30%,19.11%,66.24%,5.94%,0.64%,8.07%,72.82%,,,0.0,https://www.stadtwerke-diez.de/strom/stromkennzeichnung.html,FEHLER Umweltbelastungen,,,,,,,,,,,,,,,,
True,,Stadtwerke Dillingen/Saar GmbH,9.30%,32.10%,3.40%,0.50%,52.90%,1.70%,99.90%,36.00%,19.75%,68.15%,7.22%,1.06%,3.61%,76.43%,488.0,0.0003,1036.09341825902,https://www.swd-saar.de/strom/zusaetzliche-infos/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Dingolfing GmbH,6.30%,16.80%,6.00%,0.80%,52.90%,17.00%,99.80%,23.60%,13.38%,35.67%,12.74%,1.70%,36.09%,50.11%,325.0,0.0002,690.021231422505,https://www.stadtwerke-dingolfing.de/upload/strom/strom_vertrieb/Energiemix%202017%20Teil%201.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Dinkelsbühl,8.70%,23.70%,8.30%,0.80%,52.90%,5.60%,100.00%,32.80%,18.47%,50.32%,17.62%,1.70%,11.89%,69.64%,261.0,0.0002,554.140127388535,https://www.sw-dinkelsbuehl.de/de/netze/strom/veroeffentlichungspflichten/grund-und-ersatzversorgung.html,,,,,,,,,,,,,,,,,
True,,Stadtwerke Dorfen GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-dorfen.de/produkte/strom/tarife#t-s-privat-gewerbe,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Dreieich GmbH,9.10%,25.90%,9.50%,1.50%,52.90%,1.10%,100.00%,36.90%,19.32%,54.99%,20.17%,3.18%,2.34%,78.34%,306.0,0.0002,649.6815286624201,https://www.stadtwerke-dreieich.de/produkte/strom/stromkennzeichnung/?caba6d5024314290398a946348a0c011=CqZJ5gHRS8LDsdGUD4QJK0,,,,,,,,,,,,,,,,,
True,,Stadtwerke Dülmen GmbH,9.19%,29.23%,4.80%,0.68%,52.95%,3.15%,100.00%,34.71%,19.53%,62.13%,10.20%,1.45%,6.70%,73.77%,321.0,0.0002,682.252922422954,https://www.stadtwerke-duelmen.de/privatkunden/strom/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Eberbach,6.60%,31.70%,7.40%,1.20%,52.90%,0.20%,100.00%,40.30%,14.01%,67.30%,15.71%,2.55%,0.42%,85.56%,358.0,0.0002,760.084925690021,http://www.stadtwerke-eberbach.de/strom.html,,,,,,,,,,,,,,,,,
True,,Stadtwerke Eichstätt Versorgungs-GmbH,7.20%,19.60%,6.80%,0.70%,52.90%,12.80%,100.00%,27.10%,15.29%,41.61%,14.44%,1.49%,27.18%,57.54%,216.0,0.0002,458.59872611464993,https://www.stadtwerke-eichstaett.de/strom/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Eilenburg GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.eilenburger-stadtwerke.de/privatkunden/strom/veroeffentlichungsdaten,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Eisenhüttenstadt GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://swehst.de/huettestrom/energiemix/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Eppingen GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-eppingen.de/strom.html,nicht vorhanden,,,,,,,,,,,,,,,,
True,,Stadtwerke Forst GmbH,6.90%,21.30%,8.30%,1.20%,52.90%,9.40%,100.00%,30.80%,14.65%,45.22%,17.62%,2.55%,19.96%,65.39%,250.0,0.0002,530.785562632696,https://www.stadtwerke-forst.de/strom,,,,,,,,,,,,,,,,,
True,,Stadtwerke Friedrichsthal GmbH & Co. KG,2.90%,4.60%,2.60%,0.00%,52.90%,37.00%,100.00%,7.20%,6.16%,9.77%,5.52%,0.00%,78.56%,15.29%,56.0,0.0001,118.89596602972401,https://www.kommpower.de/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Fröndenberg GmbH,9.10%,24.20%,10.90%,1.50%,52.90%,1.40%,100.00%,36.60%,19.32%,51.38%,23.14%,3.18%,2.97%,77.71%,287.0,0.0002,609.341825902335,https://www.stadtwerke-froendenberg.de/bilder/Kennzeichnung2017.jpg,,,,,,,,,,,,,,,,,
True,,Stadtwerke Furth im Wald GmbH & Co. KG,17.50%,21.30%,7.20%,0.90%,52.90%,0.20%,100.00%,29.40%,37.15%,45.22%,15.29%,1.91%,0.42%,62.42%,236.0,0.0005,501.06157112526495,https://www.stadtwerke-furth.de/index.php/vertrieb/vertrieb-veroeffentlichung/category/129-stromkennzeichnung,,,,,,,,,,,,,,,,,
True,,Stadtwerke Gaggenau,9.20%,28.50%,8.20%,1.10%,52.90%,0.10%,100.00%,37.80%,19.53%,60.51%,17.41%,2.34%,0.21%,80.25%,299.0,0.0002,634.819532908705,https://www.stadtwerke-gaggenau.de/de/Privatkunden/Strom/Nuetzliche-Informationen-zu-Ihrem-Strompreis/Informationen-zu-Ihrem-Strompreis.html,,,,,,,,,,,,,,,,,
True,,Stadtwerke Glauchau Dienstleistungsgesellschaft mbH,9.20%,28.30%,8.30%,1.30%,52.90%,0.00%,100.00%,37.90%,19.53%,60.08%,17.62%,2.76%,0.00%,80.47%,320.0,0.0002,679.405520169852,https://www.stadtwerke-glauchau.de/pdf/stromkennzeichnung-2018-referenzjahr-2017.pdf?mod=1540886137,,,,,,,,,,,,,,,,,
True,,Stadtwerke GmbH Bad Kreuznach,9.60%,33.00%,6.70%,0.80%,49.70%,0.20%,100.00%,40.50%,19.09%,65.61%,13.32%,1.59%,0.40%,80.52%,365.0,0.0003,725.646123260437,https://www.kreuznacherstadtwerke.de/strom/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Gotha GmbH,7.80%,27.70%,9.80%,1.10%,52.90%,0.60%,99.90%,38.60%,16.56%,58.81%,20.81%,2.34%,1.27%,81.95%,321.0,0.0002,681.528662420382,https://www.stadtwerke-gotha.de/strom/energiemix/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Göttingen AG,3.80%,13.30%,4.60%,0.60%,52.50%,25.20%,100.00%,18.50%,8.00%,28.00%,9.68%,1.26%,53.05%,38.95%,151.0,0.0001,317.894736842105,https://www.stadtwerke-goettingen.de/produkte/goestrom/strom-mix/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Großalmerode GmbH & Co. KG - Eine Marke der Städtische Werke AG Kassel,1.40%,16.30%,1.50%,0.40%,50.10%,30.30%,100.00%,18.20%,2.81%,32.67%,3.01%,0.80%,60.72%,36.47%,177.0,0.0,354.709418837675,https://www.stadtwerke-grossalmerode.de/produkte/strom/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Güstrow GmbH,7.50%,20.70%,17.70%,1.10%,52.90%,0.10%,100.00%,39.50%,15.92%,43.95%,37.58%,2.34%,0.21%,83.86%,213.0,0.0002,452.229299363057,https://www.stadtwerke-guestrow.de/unsere-produkte/strom/ueber-stromissimorstrom/#c295,,,,,,,,,,,,,,,,,
True,,Stadtwerke Haldensleben GmbH,15.20%,18.70%,12.30%,0.80%,52.90%,0.10%,100.00%,31.80%,32.27%,39.70%,26.11%,1.70%,0.21%,67.52%,220.0,0.0004,467.091295116773,https://www.swhdl.de/cdn/stadtwerke-haldensleben/strom/strommix_2017.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Haltern am See GmbH,9.10%,24.20%,10.90%,1.50%,52.90%,1.40%,100.00%,36.60%,19.32%,51.38%,23.14%,3.18%,2.97%,77.71%,287.0,0.0002,609.341825902335,https://www.stadtwerke-haltern.de/fileadmin/user_upload/Vertrieb/2018/Mix2017.jpg,,,,,,,,,,,,,,,,,
True,,Stadtwerke Hanau GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://stadtwerke-hanau.de/produkte/strom/uebersicht-strom,,,,,,,,,,,,,,,,,
True,,Stadtwerke Havelberg GmbH,8.00%,17.00%,6.00%,4.00%,65.00%,0.00%,100.00%,27.00%,22.86%,48.57%,17.14%,11.43%,0.00%,77.14%,143.0,0.0002,408.571428571429,https://www.stadtwerke-havelberg.de/produkte/strom/strom-uebersicht.html,FEHLER mit EEG,,,,,,,,,,,,,,,,
True,,Stadtwerke Hechingen,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-hechingen.de/privatkunden/angebot/strom/unser-strom/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Heilbad Heiligenstadt GmbH,5.40%,23.50%,16.00%,0.80%,52.90%,1.30%,99.90%,40.30%,11.46%,49.89%,33.97%,1.70%,2.76%,85.56%,284.0,0.0001,602.9723991507431,https://www.stadtwerke-heiligenstadt.de/index.php?id=147,,,,,,,,,,,,,,,,,
True,,Stadtwerke Heiligenhafen,0.00%,0.00%,0.00%,0.00%,53.00%,47.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-heiligenhafen.com/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Hemau,9.90%,26.30%,9.40%,1.30%,52.90%,0.10%,99.90%,37.00%,21.02%,55.84%,19.96%,2.76%,0.21%,78.56%,299.0,0.0003,634.819532908705,https://www.stadtwerke-hemau.de/cms/pages/strom/stromvertrieb/sonstige-veroeffentlichungen.php,,,,,,,,,,,,,,,,,
True,,Stadtwerke Herrenberg,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://stadtwerke.herrenberg.de/gaeugas-gaeustrom/gaeustrom/tarife/privatkunden/gaeustrom-eco,,,,,,,,,,,,,,,,,
True,,Stadtwerke Hettstedt GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://stadtwerke-hettstedt.de/strom.html,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Hollfeld,18.10%,22.20%,5.70%,0.90%,52.90%,0.10%,99.90%,28.80%,38.43%,47.13%,12.10%,1.91%,0.21%,61.15%,253.0,0.0005,537.154989384289,https://www.stadtwerke-hollfeld.de/index.php/preise-und-tarife,,,,,,,,,,,,,,,,,
True,,Stadtwerke Horb am Neckar,4.53%,21.74%,5.08%,0.82%,52.90%,14.93%,100.00%,27.64%,9.62%,46.16%,10.79%,1.74%,31.70%,58.68%,245.0,0.0001,520.169851380043,https://www.horb.de/Energie,,,,,,,,,,,,,,,,,
True,,Stadtwerke Ilmenau GmbH,8.80%,26.90%,10.10%,1.60%,50.90%,1.70%,100.00%,38.60%,17.92%,54.79%,20.57%,3.26%,3.46%,78.62%,315.0,0.0002,641.547861507128,https://www.stadtwerke-ilmenau.de/service-formular/veroeffentlichungen.html,,,,,,,,,,,,,,,,,
True,,Stadtwerke Ingolstadt Energie GmbH,7.00%,19.90%,7.80%,6.10%,52.90%,6.30%,100.00%,33.80%,14.86%,42.25%,16.56%,12.95%,13.38%,71.76%,237.0,0.0002,503.184713375796,https://blog.sw-i.de/blogdetail/news/strommix-das-steckt-in-ihrem-strom/?tx_news_pi1%5Baction%5D=detail&tx_news_pi1%5Bcontroller%5D=News&cHash=baaaaab8229404cee0a5e477c2368ac3,,,,,,,,,,,,,,,,,
True,,Stadtwerke Kalkar GmbH & Co. KG,0.70%,2.50%,1.00%,0.10%,52.90%,42.70%,99.90%,3.60%,1.49%,5.31%,2.12%,0.21%,90.66%,7.64%,30.0,0.0,63.694267515923606,https://www.stadtwerke-kalkar.de/strom/allgemeine-hinweise/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Kempen GmbH,7.20%,25.80%,13.40%,0.60%,52.90%,0.10%,100.00%,39.80%,15.29%,54.78%,28.45%,1.27%,0.21%,84.50%,299.0,0.0002,634.819532908705,https://www.stadtwerke-kempen.de/de/Strom/Stromkennzeichnung/Stromkennzeichnung/stromkennzeichnung-veroeffentlichung-fuer-2017-stadtwerke-kempen.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Kirn GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-kirn.de/fileadmin/user_data/Stadtwerke_Kirn/Stromkennzeichnung_2017.pdf,FEHLER fehlerhafte Kennzeichnung,,,,,,,,,,,,,,,,
True,,Stadtwerke Kulmbach,18.10%,34.60%,11.50%,1.80%,31.20%,2.80%,100.00%,47.90%,26.31%,50.29%,16.72%,2.62%,4.07%,69.62%,398.0,0.0005,578.488372093023,https://www.stromfix-kulmbach.de/faq.html,,,,,,,,,,,,,,,,,
True,,Stadtwerke Lage GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-lage.de/stromkennzeichnung.html,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Landau a.d. Isar,9.90%,26.30%,9.40%,1.30%,52.90%,0.10%,99.90%,37.00%,21.02%,55.84%,19.96%,2.76%,0.21%,78.56%,299.0,0.0003,634.819532908705,https://www.swlandau.de/strom/stromvertrieb/veroeffentlichungen/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Landsberg KU,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-landsberg.de/produkte/oekostrom/privatkunden-strom/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Landshut,8.50%,22.50%,8.00%,1.10%,49.30%,10.60%,100.00%,31.60%,16.77%,44.38%,15.78%,2.17%,20.91%,62.33%,255.0,0.0002,502.95857988165704,http://www.stadtwerke-landshut.de/fileadmin/files_stadtwerke/strom/stromkennzeichnung_2017.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Langenfeld GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stw-langenfeld.de/de/Energie-Trinkwasser1/Strom/Preise-Vertraege/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Lebach GmbH & Co. KG,2.20%,3.50%,1.90%,0.00%,52.90%,39.40%,99.90%,5.40%,4.67%,7.43%,4.03%,0.00%,83.65%,11.46%,42.0,0.0001,89.171974522293,https://www.kommpower.de/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Lehrte GmbH,0.00%,22.00%,67.80%,7.10%,0.00%,3.10%,100.00%,96.90%,0.00%,22.00%,67.80%,7.10%,3.10%,96.90%,700.0,0.0,700.0,https://www.stadtwerke-lehrte.de/uploads/media/Stromkennzeichen_2017.pdf,FEHLER mit EEG,,,,,,,,,,,,,,,,
True,,Stadtwerke Leinefelde-Worbis GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-leinefelde.de/bekanntmachungen-veroeffentlichungen-und-informationen/veroeffentlichungspflichten/unser-energiemix,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Leine - Solling GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-leine-solling.de/strom/stromkennzeichnung/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Leinfelden-Echterdingen,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,http://www.stadtwerke-le.de/ceasy/modules/resources/main.php?download=1&id=133,,,,,,,,,,,,,,,,,
True,,Stadtwerke Leutershausen,9.80%,26.80%,9.40%,0.90%,52.90%,0.10%,99.90%,37.10%,20.81%,56.90%,19.96%,1.91%,0.21%,78.77%,296.0,0.0003,628.450106157113,https://leutershausen-my.sharepoint.com/:b:/g/personal/najib_anjoka_leutershausen_de/EWAjFZaF_2lLuZPSOLXAYvAB6h7wSTcf7D4jZETZWkLuiQ?e=rljx50,,,,,,,,,,,,,,,,,
True,,Stadtwerke Lichtenfels,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-lichtenfels.de/fileadmin/content/strom/dokumente/Kennzeichnung_der_Stromlieferungen_2017.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Lingen GmbH,10.90%,37.80%,4.40%,0.60%,44.80%,1.50%,100.00%,42.80%,19.75%,68.48%,7.97%,1.09%,2.72%,77.54%,410.0,0.0003,742.7536231884061,https://www.stadtwerke-lingen.de/pdf_files/downloads/18101126_stadtwerke_flyer_strompreise_haushalt_2019_v1_web_mit_rand.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Loitz GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-loitz.de/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Lübz GmbH,8.86%,27.30%,7.99%,1.27%,54.58%,0.00%,100.00%,36.56%,19.51%,60.11%,17.59%,2.80%,0.00%,80.49%,309.0,0.0002,680.317040951123,http://www.stadtwerke-luebz.de/stromkennzeichnung.html,FEHLER mit EEG,,,,,,,,,,,,,,,,
True,,Stadtwerke Ludwigsburg-Kornwestheim GmbH,4.10%,18.10%,7.30%,0.80%,52.90%,16.80%,100.00%,26.20%,8.70%,38.43%,15.50%,1.70%,35.67%,55.63%,213.0,0.0001,452.229299363057,https://www.swlb.de/de/Energie/Strom/Stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Ludwigslust-Grabow GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stw-ludwigslust-grabow.de/strom/stromkennzeichnung.html,FEHLER fehlerhafte Kennzeichnung,,,,,,,,,,,,,,,,
True,,Stadtwerke Lünen GmbH,8.70%,27.70%,7.80%,5.00%,50.60%,0.20%,100.00%,40.50%,17.61%,56.07%,15.79%,10.12%,0.40%,81.98%,290.0,0.0002,587.044534412956,https://www.stadtwerke-luenen.de/privatkunden/strom/energietraegermix/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Lutherstadt Eisleben GmbH,6.70%,23.50%,16.40%,0.40%,52.90%,0.10%,100.00%,40.30%,14.23%,49.89%,34.82%,0.85%,0.21%,85.56%,321.0,0.0002,681.528662420382,https://sle24.de/privatkunden/beratung/veroffentlichungspflichten/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Malchow,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-malchow.de/Strom/Energiewirtschaft/Veroeffentlichungen/Stromkennzeichnung,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Menden GmbH,8.80%,30.30%,6.60%,0.80%,45.90%,7.60%,100.00%,37.70%,16.27%,56.01%,12.20%,1.48%,14.05%,69.69%,338.0,0.0002,624.768946395564,http://www.stadtwerke-menden.de/de/Privatkunden/Strom/Stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Stadtwerke Merseburg GmbH,6.20%,21.80%,23.50%,0.40%,47.90%,0.20%,100.00%,45.70%,11.90%,41.84%,45.11%,0.77%,0.38%,87.72%,322.0,0.0002,618.042226487524,https://www.stadtwerke-merseburg.de/fileadmin/user_upload/pdf-dokumente/Privatkunden/Strom/SW_Merseburg_Stromkennzeichnung.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Merzig GmbH,8.60%,29.50%,3.10%,0.50%,52.90%,5.40%,100.00%,33.10%,18.26%,62.63%,6.58%,1.06%,11.46%,70.28%,319.0,0.0002,677.282377919321,https://www.stadtwerke-merzig.de/_Resources/Persistent/53313f5e547bc0bfbeaaf5e5f34abf477c23b9cb/Stromkennzeichnung%202017.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Münster GmbH,6.40%,19.60%,17.60%,0.80%,49.40%,6.30%,100.10%,38.00%,12.65%,38.74%,34.78%,1.58%,12.45%,75.10%,261.0,0.0002,515.810276679842,https://www.stadtwerke-muenster.de/fileadmin/unternehmen/energie/dokumente/Stromkennzeichnung_2017.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Nettetal GmbH,6.30%,29.70%,7.10%,1.20%,52.90%,2.80%,100.00%,38.00%,13.38%,63.06%,15.07%,2.55%,5.94%,80.68%,336.0,0.0002,713.375796178344,https://www.stadtwerke-nettetal.de/files/swn/Privatkunden/Produkte/Strom/Stromkennzeichnung%20fuer%20Privatkunden%202017.pdf,,,,,,,,,,,,,,,,,
