,Firmenname,Stromkennzeichnung Atom,Kohle,Erdgas,sonst. Fossil,EEG Strom,Erneuerbare Energien,Check,Kohle und sonst. Fossile Energieträger,Stromeinkauf (ohne EEG) Atom,Kohle2,Erdgas2,sonst. Fossil 2,Erneuerbare Energien 2,Kohle und sonst. Fossile Energieträger 2,CO2 Emmision (g/KWh),Atommüll (g/kWh),Tatsächlicher CO2-Ausstoß (Stromeinkauf) ohne EEG,Link,Anmerkungen,Lichtblick Liste,Adresse,PLZ,Stadt,URL,Kontakt     (nur relevante Anbieter),RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung,RoWo Liste
321,Gemeindewerke Großkrotzenburg GmbH,8.66%,26.64%,9.98%,1.60%,52.94%,0.19%,100.01%,38.22%,18.40%,56.61%,21.21%,3.40%,0.40%,81.22%,312.0,0.0002,662.9770505737359,https://www.gemeindewerke-grosskrotzenburg.de/files/pdf/strom-pdf/veroeffentlichungen-EnWG/Stromkennzeichnung%202017.pdf,,True,Anne-Frank-Platz 10,63538,Großkrotzenburg,https://www.gemeindewerke-grosskrotzenburg.de,,A,,,,,,,,,,,True
322,Gemeindewerke Gundelfingen GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.gwg-gundelfingen.de/de/Strom/Stromkennzeichnung/Stromkennzeichnung/gwg-Stromkennzeichnung-2018-10-30.pdf,,True,Alte Bundesstr. 31,79194,Gundelfingen,https://www.gwg-gundelfingen.de,,R,?,30 % gehören badenova (verkaufen auch normalstrom),,,,,,,,,True
323,Gemeindewerke Halstenbek,13.50%,16.50%,7.00%,0.70%,51.50%,10.80%,100.00%,24.20%,27.84%,34.02%,14.43%,1.44%,22.27%,49.90%,192.0,0.0004,395.876288659794,https://www.gwhalstenbek.de/strommix.html,,True,Ostereschweg 9,25469,Halstenbek,https://www.gwhalstenbek.de,,A,,,,,,,,,,,True
324,Gemeindewerke Hardt,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.hardt-online.de/gemeindewerke,nicht aktuell,True,Mariazeller Str. 1,78739,Hardt,https://www.hardt-online.de,,A,,,,,,,,,,,True
325,Gemeindewerke Haßloch GmbH,2.30%,7.70%,2.90%,0.30%,52.90%,33.90%,100.00%,10.90%,4.88%,16.35%,6.16%,0.64%,71.97%,23.14%,88.0,0.0001,186.836518046709,https://www.gwhassloch.de/fileadmin/user_upload/01_Strom/Docs/181101Stromkennzeichnung2018_01.pdf,,True,Gottlieb-Duttenhöfer-Straße 27,67454,Haßloch,https://www.gwhassloch.de,,A,,,,,,,,,,,True
326,Gemeindewerke Heikendorf GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gwh.sh/strom/stromkennzeichnung/,nicht aktuell,True,Wasserwaage 1,24226,Heikendorf,https://www.gwh.sh,,R?,,,,,,,,,,,True
327,Gemeindewerke Hermaringen,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://gemeindewerke-hermaringen.de/site/assets/files/1979/gwh_stromkennzeichnung_2017.pdf,,True,Karlstr. 12,89568,Hermaringen,https://gemeindewerke-hermaringen.de,,R?,,,,,,,,KlimaINVEST,,,True
328,Gemeindewerke Herxheim,8.50%,28.30%,8.40%,1.30%,52.90%,0.70%,100.10%,38.00%,18.05%,60.08%,17.83%,2.76%,1.49%,80.68%,319.0,0.0002,677.282377919321,https://www.gemeindewerke-herxheim.de/fileadmin/user_upload/2018-11-14_Strommix_2017_GW_Herxheim_2.jpg,,True,Am Rathaus 6,76863,Herxheim,https://www.gemeindewerke-herxheim.de,,A,,,x,,,,,TÜV Nord,,,True
329,Gemeindewerke Heusweiler GmbH,3.00%,4.70%,2.70%,0.00%,52.90%,36.70%,100.00%,7.40%,6.37%,9.98%,5.73%,0.00%,77.92%,15.71%,57.0,0.0001,121.019108280255,https://www.kommpower.de/stromkennzeichnung/,,True,,,,,,,,,,,,,,,,,
330,Gemeindewerke Hohenwestedt GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gemeindewerke-hohenwestedt.de/strom/,nicht aktuell,True,Am Gaswerk 8,24594,Hohenwestedt,https://www.gemeindewerke-hohenwestedt.de,,A,,,,,,,,,,,True
331,Gemeindewerke Holzkirchen GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gw-holzkirchen.de/de/Kopfnavigation/Veroeffentlichungspflichten/Stromnetz/Stromnetz.html,nicht aktuell,True,Industriestraße 8,83607,Holzkirchen,https://www.gw-holzkirchen.de,,A,,,,,,,,,,,True
332,Gemeindewerke Hünxe GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.gemeindewerke-huenxe.de/strom/allgemeine-hinweise/stromkennzeichnung/,,True,In der Beckkuhl 4,46569,Hünxe,https://www.gemeindewerke-huenxe.de,,R?,,,,,,,,,,,True
333,Gemeindewerke Hütschenhausen c/o Stadtwerke Ramstein-Miesenbach,9.70%,33.30%,3.60%,0.50%,52.90%,0.00%,100.00%,37.40%,20.59%,70.70%,7.64%,1.06%,0.00%,79.41%,360.0,0.0003,764.3312101910831,https://www.stadtwerke-ramstein.de/fileadmin/dokumente/Strom/pdf/Stromkennzeichnung/Stromkennzeichung_Huetschenhausen_2017.pdf,,True,,,,,,,,,,,,,,,,,
334,Gemeindewerke Kahl Versorgungsgesellschaft mbH,2.10%,4.50%,1.10%,0.10%,52.90%,39.30%,100.00%,5.70%,4.46%,9.55%,2.34%,0.21%,83.44%,12.10%,49.0,0.0001,104.033970276009,https://www.gemeindewerke-kahl.de/index.php/strom/stromkennzeichnung,,True,,,,,,,,,,,,,,,,,
335,Gemeindewerke Kiefersfelden,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gemeindewerke-kiefersfelden.de/strom/vertrieb/energietraegermix/,nicht aktuell,True,Kufsteiner Straße 17,83088,Kiefersfelden,https://www.gemeindewerke-kiefersfelden.de,,R?,,,?,,,,x,x,,,True
336,Gemeindewerke Kirkel GmbH,8.50%,28.80%,3.10%,0.50%,52.90%,6.20%,100.00%,32.40%,18.05%,61.15%,6.58%,1.06%,13.16%,68.79%,357.0,0.0002,757.9617834394901,https://www.gwkirkel.de/strom/infos-rund-um-strom/energietraegermix/,,True,,,,,,,,,,,,,,,,,
337,Gemeindewerke Kleinblittersdorf GmbH & Co. KG,0.40%,0.70%,0.40%,0.00%,52.90%,45.60%,100.00%,1.10%,0.85%,1.49%,0.85%,0.00%,96.82%,2.34%,8.0,0.0,16.985138004246302,https://www.kommpower.de/stromkennzeichnung/,,True,,,,,,,,,,,,,,,,,
338,Gemeindewerke Krauchenwies,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gemeindewerke-krauchenwies.de/site/Krauchenwies-Gemeindewerke/search/14698674/Lde/index.html?viewSecurityToken=96fc24256e6282d5ea56d7e860b84da272753836&page=1&sort=mimetype&order=desc&query=stromkennzeichnung&_sectionFilter=on&exclusionWords=&finishParam=%7B%27page%27%3A%271%27%7D,nicht aktuell,True,,,,,,,,,,,,,,,,,
339,Gemeindewerke Krickenbach c/o Stadtwerke Kaiserslautern Versorgungs-AG,7.10%,26.60%,12.30%,1.00%,52.90%,0.10%,100.00%,39.90%,15.07%,56.48%,26.11%,2.12%,0.21%,84.71%,295.0,0.0002,626.326963906582,https://www.swk-kl.de/de/privatkunden/produkte-leistungen/strom/energietraegermix.html,,True,Burgstraße 11,67659,Kaiserslautern,https://www.swk-kl.de,,A,,,,,,,,,,,True
340,Gemeindewerke Lam,10.40%,27.40%,9.80%,1.40%,50.90%,0.10%,100.00%,38.60%,21.18%,55.80%,19.96%,2.85%,0.20%,78.62%,328.0,0.0003,668.024439918534,http://www.markt-lam.de/Dox.aspx?docid=1da01b38-1ac2-438d-98d6-2b7de5bb1c44,,True,,,,,,,,,,,,,,,,,
341,Gemeindewerke Leck GmbH,4.20%,0.00%,0.00%,18.30%,52.90%,24.60%,100.00%,18.30%,8.92%,0.00%,0.00%,38.85%,52.23%,38.85%,149.0,0.0001,316.348195329087,https://www.gemeindewerke-leck.de/fileadmin/media/Strom/_2018_Stromkennzeichnung_Leck.pdf,FEHLER Kohle und sonstige Fossile zusammengefasst,True,Büllsbüller Chaussee 7,25917,Leck,https://www.sw-nf.de,,A,,,,,,,,,,,True
342,Gemeindewerke Markt Lichtenau,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://gemeindewerke.markt-lichtenau.de/stromvertrieb/veroeffentlichungen/,,True,Ansbacher Straße 11,91586,Lichtenau,https://gemeindewerke.markt-lichtenau.de,,R?,,Gesellschafter und Mitglied der Kooperationsgesellschaft fränkischer Elektrizitätswerke mbH,?,,,,,RenewablePLUS,,,True
343,Gemeindewerke Markt Stockstadt am Main,18.10%,22.20%,5.70%,0.90%,52.90%,0.10%,99.90%,28.80%,38.43%,47.13%,12.10%,1.91%,0.21%,61.15%,243.0,0.0005,515.923566878981,https://www.stockstadt-am-main.de/eigene_dateien/online/2/2018/november/stromkennzeichnung_2019_neu.pdf,,True,,,,,,,,,,,,,,,,,
344,Gemeindewerke Münchweiler AöR,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gw-muenchweiler.de/index.php?view=content&ID_NODE_VIEW=1&ID_NODE_VIEW2=97&ID_NODE_AKTIV=101&wsp=Strom&sub_hcolor=d10000,nicht aktuell,True,,,,,,,,,,,,,,,,,
345,Gemeindewerke Neuendettelsau,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gw-neuendettelsau.de/showpage.php?SiteID=59&lang=1,nicht aktuell,True,Johann-Flierl-Str. 19,91564,Neuendettelsau,https://www.gw-neuendettelsau.de,,A,,,,,,,,,,,True
346,Gemeindewerke Niefern-Öschelbronn,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.niefern-oeschelbronn.de/gemeindewerke/stromvertrieb/,nicht aktuell,True,Friedenstraße 11,75223,Niefern-Öschelbronn,https://www.niefern-oeschelbronn.de,,A,,,,,,,,,,,True
347,Gemeindewerke Nüdlingen,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.nuedlingen.de/gemeindewerke/stromversorgung/index.html,,True,Kissinger Str. 1,97720,Nüdlingen,https://www.nuedlingen.de,,R?,,,?,,,,,Naturstrom Wasser und Wald PLUS,,,True
348,Gemeindewerke Nümbrecht GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.gwn24.de/strom/strommix/,,True,Schulstraße 4,51588,Nümbrecht,https://www.gwn24.de,,R?,,,?,,,,,RenewablePLUS,,,True
349,Gemeindewerke Oberaudorf Elektrizitäts- und Wasserwerk,8.50%,26.20%,9.80%,1.60%,52.90%,1.00%,100.00%,37.60%,18.05%,55.63%,20.81%,3.40%,2.12%,79.83%,307.0,0.0002,651.804670912951,http://www.gemeindewerke-oberaudorf.de/strom/veroeffentlichungen/stromkennzeichnung_gem_42_EnWG_2018.pdf,,True,Kranzhornstraße 2,83080,Oberaudorf,http://www.gemeindewerke-oberaudorf.de,,A,,,,,,,,,,,True
350,Gemeindewerke Oberhaching GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.oberhachinger-strom.de/oberhachinger-strom/stromkennzeichnung/,nicht aktuell,True,Alpenstraße 11,82041,Oberhaching,https://www.gemeindewerke-oberhaching.de/,,A,,,,,,,,,,,True
351,Gemeindewerke Partenstein,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.vg-partenstein.de/seite/vg/spessart/1165/-/Stromkennzeichnung_2016.html,nicht aktuell,True,Hauptstrasse 24,97846,Partenstein,https://www.vg-partenstein.de,,A,,,,,,,,,,,True
352,Gemeindewerke Peiner Land GmbH & Co.KG,2.40%,5.50%,1.20%,0.20%,52.90%,37.80%,100.00%,6.90%,5.10%,11.68%,2.55%,0.42%,80.25%,14.65%,57.0,0.0001,121.019108280255,https://www.gemeindewerke-peinerland.de/privatkunden/produkte-tarife/strom/strom-pe-lk/stromkennzeichnung-gemeindewerke-peine-land.html,,True,Woltorfer Straße 64,31224,Peine,https://www.gemeindewerke-peinerland.de/,,A,,,,,,,,,,,True
353,Gemeindewerke Peißenberg KU,7.00%,27.50%,6.30%,0.70%,52.90%,5.60%,100.00%,34.50%,14.86%,58.39%,13.38%,1.49%,11.89%,73.25%,306.0,0.0002,649.6815286624201,https://www.gemeindewerke-peissenberg.de/strom-vertrieb/stromkennzeichnung/energietraegermix-und-umweltauswirkungen.html,,True,Forster Str. 19,82380,Peißenberg,https://www.gemeindewerke-peissenberg.de,,A,,,,,,,,,,,True
354,Gemeindewerke Pleinfeld,9.70%,26.50%,9.30%,0.90%,52.90%,0.60%,99.90%,36.70%,20.59%,56.26%,19.75%,1.91%,1.27%,77.92%,292.0,0.0003,619.957537154989,https://www.gw-pleinfeld.de/images/content/Stromkennzeichnung%202017.jpg,,True,Marktplatz 11,91785,Pleinfeld,https://www.gw-pleinfeld.de,,A,,,,,,,,,,,True
355,Gemeindewerke Rückersdorf,8.10%,22.10%,7.70%,0.80%,52.90%,8.50%,100.10%,30.60%,17.20%,46.92%,16.35%,1.70%,18.05%,64.97%,243.0,0.0002,515.923566878981,https://gemeindewerke.rueckersdorf.de/fileadmin/Dateien/Dateien/Strom_Veroeffentlichungen/2017_Stromkennzeichnung_nach____42_EnWG.pdf,,True,Brunnenweg 9,90607,Rückersdorf,https://gemeindewerke.rueckersdorf.de,,A,,,,,,,,,,,True
356,Gemeindewerke Ruppichteroth,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://gemeindewerkeruppichteroth.de/,nicht vorhanden,True,,,,,,,,,,,,,,,,,
357,Gemeindewerke Schönkirchen GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.gemeindewerke-schoenkirchen.de/fileadmin/user_upload/GWS_Energiemix_2018_neu.pdf,FEHLER fehlerhafte Kennzeichnung,True,Dorfstraße 4,24232,Schönkirchen,https://gemeindewerke-schoenkirchen.de,,R?,,,?,,,,,RenewablePLUS,,,True
358,Gemeindewerke Schutterwald,9.50%,27.30%,8.10%,1.70%,52.90%,0.50%,100.00%,37.10%,20.17%,57.96%,17.20%,3.61%,1.06%,78.77%,306.0,0.0003,649.6815286624201,https://www.gemeindewerke-schutterwald.de/fileadmin/Dateien/Dateien/Stromkennzeichnung_Internet_2017.pdf,,True,Rathaus,77746,Schutterwald,https://www.gemeindewerke-schutterwald.de,,A,,,,,,,,,,,True
359,Gemeindewerke Schwarzenbruck GmbH,4.30%,12.40%,4.50%,0.60%,52.90%,25.30%,100.00%,17.50%,9.13%,26.33%,9.55%,1.27%,53.72%,37.15%,141.0,0.0001,299.363057324841,https://www.feucht-gw.de/fileadmin/FE_User/Dateien/GWS/Strom/Stromvertrieb/Formulare__Hilfen/Stromkennzeichnung_GWS_2017.pdf,,True,Unterer Zeidlerweg 1,90537,Feucht,https://www.feucht-gw.de,,A,,,,,,,,,,,True
360,Gemeindewerke Sinzheim,8.50%,26.10%,9.80%,1.60%,52.90%,1.10%,100.00%,37.50%,18.05%,55.41%,20.81%,3.40%,2.34%,79.62%,306.0,0.0002,649.6815286624201,http://www.gw-sinzheim.de/pdf.php3?id=f2f637dbdcfc4517972ea5d13a869fbf,,True,Müllhofener Str. 22,76547,Sinzheim,https://www.gw-sinzheim.de/,,A,,,,,,,,,,,True
361,Gemeindewerke St. Michel-Energie GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gemeindewerke-st-michel.de/dithmarschenstrom.html,nicht aktuell,True,,,,,,,,,,,,,,,,,
362,Gemeindewerke Stammbach,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,http://www.gemeindewerke-stammbach.de/xist4c/download/web/Stromkennzeichnung2018_uplId_7699__coId_2233_.pdf;jsessionid=927869859B5C337310484A66FE4105E8,,True,Rathausstraße 7,95236,Stammbach,https://www.gemeindewerke-stammbach.de,,R?,,,,,,,,,,,True
363,Gemeindewerke Steinhagen GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gs-werke.de/strom/download,nicht aktuell,True,Westernkamp 12,33803,Steinhagen,https://www.gs-werke.de,,A,,,,,,,,,,,True
364,Gemeindewerke Steißlingen,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.steisslingen.de/gemeindewerke/stromtarife/,nicht aktuell,True,Schulstr. 19,78256,Steißlingen,https://www.steisslingen.de,,A,,,,,,,,,,,True
365,Gemeindewerke Stelzenberg c/o Stadtwerke Kaiserslautern Versorgungs-AG,8.70%,28.70%,8.50%,1.30%,52.80%,0.00%,100.00%,38.50%,18.43%,60.81%,18.01%,2.75%,0.00%,81.57%,314.0,0.0002,665.254237288136,https://www.swk-kl.de/no_cache/de/unternehmen/ver-entsorger-gemeinden/gemeindewerke/stelzenberg.html,,True,Pirmasenser Straße 62,67655,Kaiserslautern,https://www.swk-kl.de,,A,,,,,,,,,,,True
366,Gemeindewerke Stockelsdorf GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.gemeindewerke-stockelsdorf.de/preise-56.html,,True,Marienburgstraße 7,23617,Stockelsdorf,https://www.gemeindewerke-stockelsdorf.de,,R?,,,,,,,,purepowerTrue (TÜV süd),,,True
367,Gemeindewerke Taufkirchen (Vils) GmbH & Co. KG,8.80%,26.70%,9.90%,1.60%,51.80%,1.20%,100.00%,38.20%,18.26%,55.39%,20.54%,3.32%,2.49%,79.25%,312.0,0.0002,647.302904564315,https://www.gemeindewerke-taufkirchen.de/fileadmin/uploads/Dokumente_pdf/Diagramme_Stromkennzeichnung_2018-11-01_GWT.pdf,,True,Rathausplatz 1,84416,Taufkirchen (Vils),https://www.gemeindewerke-taufkirchen.de,,A,,,,,,,,,,,True
368,Gemeindewerke Thüngen,10.70%,15.90%,3.70%,0.60%,52.90%,16.20%,100.00%,20.20%,22.72%,33.76%,7.86%,1.27%,34.39%,42.89%,173.0,0.0003,367.303609341826,http://www.markt-thuengen.de/kommunale/strom/stromkennzeichnung.pdf,,True,,,,,,,,,,,,,,,,,
369,Gemeindewerke Umkirch GmbH,0.00%,0.00%,24.30%,0.00%,52.90%,22.80%,100.00%,24.30%,0.00%,0.00%,51.59%,0.00%,48.41%,51.59%,79.0,0.0,167.728237791932,https://www.gemeindewerke-umkirch.de/de/Strom/Stromkennzeichung,,True,Vinzenz-Kremp-Weg 1,79224,Umkirch,https://www.gemeindewerke-umkirch.de,,A,,,,,,,,,,,True
370,Gemeindewerke Waging,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gemeindewerke-waging.de/strom,nicht aktuell,True,Salzburger Str. 1,83329,Waging am See,https://www.gemeindewerke-waging.de,,A,,"nur 2% normalstrom, erfüllt aber keine zuätzlichen kriterien",,,,,,,,,True
371,Gemeindewerke Waldfischbach-Burgalben,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gemeindewerke-wabu.de/index.php?view=content&ID_NODE_VIEW=2&ID_NODE_AKTIV=2,nicht aktuell,True,,,,,,,,,,,,,,,,,
372,Gemeindewerke Weidenthal,10.20%,34.50%,8.90%,1.10%,45.30%,0.00%,100.00%,44.50%,18.65%,63.07%,16.27%,2.01%,0.00%,81.35%,390.0,0.0003,712.979890310786,https://www.swk-kl.de/fileadmin/data/downloads/pdfs/strommix/2017-11-09_Energietra__germix_weidenthal_2017.pdf,,True,Ramsteiner Weg 2,67685,Weilerbach,https://www.weidenthal.de/gemeindewerke/,,?,,,,,,,,,,,True
373,Gemeindewerke Wendelstein,6.50%,19.00%,7.80%,1.20%,52.90%,12.70%,100.10%,28.00%,13.80%,40.34%,16.56%,2.55%,26.96%,59.45%,227.0,0.0002,481.953290870488,https://www.gemeindewerke-wendelstein.de/_obj/30F05E2F-A284-4CE1-93EA-46840DB9DDAF/outline/Energiemix-2017-fuer-2018.pdf,,True,Nürnberger Straße 5,90530,Wendelstein,https://www.gemeindewerke-wendelstein.de,,A,,,,,,,,,,übernommen von den Stadtwerken Kaiserslautern,True
374,Gemeindewerke Wickede (Ruhr) GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gwwickede.de/information/stromkennzeichnung.html,nicht aktuell,True,,,,,,,,,,,,,,,,,
375,Gemeindewerke Wildeck Obersuhl,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.wildeck-hessen.de/index.php/gemeindewerke/strompreise,nicht aktuell,True,Eisenacher Straße 98,36208,Wildeck Obersuhl,https://www.wildeck-hessen.de,,?,?,,,,,,,,x,tarife lassen keinen 100%igen Ökostrom erkennen,True
376,Gemeindewerke Wilhermsdorf,9.80%,26.80%,9.40%,0.90%,52.90%,0.20%,100.00%,37.10%,20.81%,56.90%,19.96%,1.91%,0.42%,78.77%,295.0,0.0003,626.326963906582,http://www.markt-wilhermsdorf.de/wp-content/uploads/2018/10/Stromkennzeichnung-2017.pdf,,True,,,,,,,,,,,,,,,,,
377,Gemeindewerken Bovenden GmbH & Co. KG,1.40%,4.30%,1.40%,0.20%,52.90%,39.70%,99.90%,5.90%,2.97%,9.13%,2.97%,0.42%,84.29%,12.53%,51.0,0.0,108.28025477706998,https://www.gemeindewerke-bovenden.de/strom/stromkennzeichnung/,,True,Rathausplatz 1,37120,Bovenden,https://www.gemeindewerke-bovenden.de,,A,,,,,,,,,,,True
378,Gemeindl. Werke Hengersberg,10.20%,26.90%,11.80%,1.30%,48.80%,1.00%,100.00%,40.00%,19.92%,52.54%,23.05%,2.54%,1.95%,78.13%,355.0,0.0003,693.359375,https://www.gw-hengersberg.de/strom/stromkennzeichnung.html,,True,Mimminger Straße 2,94491,Hengersberg,https://www.gw-hengersberg.de,,A,,,,,,,,,,,True
379,Gemeindliche Stromversorgung Röttenbach,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.roettenbach-erh.de/stromversorgung/,nicht aktuell,True,Ringstr. 46,91341,Röttenbach,https://www.roettenbach-erh.de,,A,,,,,,,,,,,True
380,gemeinsames Kommunalunternehmen Oberes Egertal,12.60%,15.50%,4.00%,0.70%,0.00%,67.20%,100.00%,20.20%,12.60%,15.50%,4.00%,0.70%,67.20%,20.20%,170.0,0.0003,170.0,http://www.g-ku.de/includes/docs/strom/Stromkennzeichnung__2019.pdf,FEHLER mit EEG,True,Wunsiedler Straße 30,95163,Weißenstadt,http://www.g-ku.de,,A,,,,,,,,,,,True
381,GEO Gesellschaft für Energieversorgung Ostalb mbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.geo-energie-ostalb.de/site/assets/files/1678/geo_stromkennzeichnung_2017.pdf,,True,,,,,,,,,,,,,,,,,
382,Georg Oest Mineralölwerk GmbH & Co KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.avia.de/privatkunden/avia-strom.html,nicht aktuell,True,Georg-Oest-Str. 4,72250,Freudenstadt,https://www.oest.de,,A,,Avia Strom Gesellschafter,,,,,,,,"Tankstelle (Vertrieb von Erdgas, Strom, Heizöl, Diesel, Holzpellets, Kraft- und Schmierstoffe)",True
383,Getreidemühle Zwiefalten e.G.,19.20%,23.10%,2.70%,2.10%,52.90%,0.00%,100.00%,27.90%,40.76%,49.04%,5.73%,4.46%,0.00%,59.24%,224.0,0.0005,475.58386411889603,https://www.getreidemuehle-zwiefalten.de/gmz/index.php?idcat=3,,True,,,,,,,,,,,,,,,,,
384,GEW Wilhelmshaven GmbH,6.40%,23.90%,9.20%,1.10%,52.90%,6.40%,99.90%,34.20%,13.59%,50.74%,19.53%,2.34%,13.59%,72.61%,267.0,0.0002,566.8789808917201,https://www.gew-wilhelmshaven.de/havenstrom/,,True,Nahestraße 6,26382,Wilhelmshaven,https://www.gew-wilhelmshaven.de,,A,,,,,,,,,,,True
385,Gewerbepark Nürnberg-Feucht Versorgungs- und Abwasserentsorgungs GmbH,8.50%,25.10%,9.80%,1.50%,52.90%,2.20%,100.00%,36.40%,18.05%,53.29%,20.81%,3.18%,4.67%,77.28%,299.0,0.0002,634.819532908705,https://www.feucht-gw.de/fileadmin/FE_User/Dateien/GNF/Strom/Stromvertrieb/Produktinformationen/Stromkennzeichnung_GNF_2017.pdf,,True,Unterer Zeidlerweg 1,90537,Feucht,https://www.feucht-gw.de,,A,,,,,,,,,,,True
386,GGEW Gruppen-Gas- und Elektrizitätswerk Bergstraße AG,7.80%,29.20%,6.50%,1.20%,52.90%,2.40%,100.00%,36.90%,16.56%,62.00%,13.80%,2.55%,5.10%,78.34%,305.0,0.0002,647.5583864118901,https://www.ggew.de/rechnungserklaerung/,,True,Dammstr. 68,64625,Bensheim,https://www.ggew.de,,A,,,,,,,x,,,,True
387,goldgas GmbH,5.40%,16.70%,6.30%,1.10%,52.90%,17.60%,100.00%,24.10%,11.46%,35.46%,13.38%,2.34%,37.37%,51.17%,196.0,0.0001,416.13588110403396,https://www.goldgas.de/fileadmin/resources/downloads/privatkunden/strom/goldgas-2017-Stromkennzeichung-Website.pdf,,True,,,,,,,,,,,,,,,,,
388,Greenline - alternative energien GmbH,5.20%,25.10%,5.80%,1.00%,52.90%,9.90%,99.90%,31.90%,11.04%,53.29%,12.31%,2.12%,21.02%,67.73%,283.0,0.0001,600.849256900212,https://www.greenline.de/tankstellen/stromkennzeichnung,,True,Edelmannstr. 22,39218,Schönebeck,https://www.ggew.de,,A,,,,,,,,,,,True
389,Greenpeace Energy eG,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.greenpeace-energy.de/rechtliches/energiewirtschaft.html#c17305,,True,Hongkongstr. 10,20457,Hamburg,https://www.greenpeace-energy.de,,X,,,,,,,,,,,True
